0.00, 3.3523876667022705, 1.8354452848434448, -91.25906323981174
0.11, 3.3523929119110107, 1.8354425430297852, -91.24541877194119
0.13, 3.3523929119110107, 1.8354425430297852, -91.24541877194119
0.16, 3.3523852825164795, 1.8354763984680176, -91.20464649416759
0.18, 3.352374315261841, 1.8354243040084839, -91.23614046905809
0.19, 3.3523693084716797, 1.8354160785675049, -91.24064818142574
0.20, 3.3523952960968018, 1.8354110717773438, -91.2381000449295
0.22, 3.3523976802825928, 1.8354525566101074, -91.23868959896087
0.23, 3.3523647785186768, 1.8354212045669556, -91.2214685786307
0.25, 3.352379322052002, 1.8353739976882935, -91.24050539536925
0.29, 3.352365732192993, 1.8353749513626099, -91.2307019619123
0.37, 3.352384328842163, 1.8354252576828003, -91.27229036224836
0.38, 3.3524365425109863, 1.8354319334030151, -91.36157826625771
0.41, 3.3523831367492676, 1.8353912830352783, -91.23949031429407
0.43, 3.3523852825164795, 1.8353796005249023, -91.23098926604804
0.47, 3.3523685932159424, 1.8353958129882812, -91.24768041567526
0.49, 3.3523693084716797, 1.8353688716888428, -91.24060934110835
0.55, 3.3523993492126465, 1.8353729248046875, -91.32070185434625
0.56, 3.3523993492126465, 1.8353729248046875, -91.32070185434625
0.58, 3.352376937866211, 1.8353805541992188, -91.23865586409315
0.61, 3.3523454666137695, 1.8353391885757446, -91.23197507441537
0.64, 3.3523941040039062, 1.8353614807128906, -91.2343916389969
0.66, 3.3523716926574707, 1.8353708982467651, -91.23112069827195
0.69, 3.3523950576782227, 1.8353245258331299, -91.22174843117149
0.74, 3.352391242980957, 1.8354803323745728, -91.24311954946012
0.76, 3.3524417877197266, 1.8354673385620117, -91.3211723802127
0.81, 3.352357864379883, 1.8353307247161865, -91.22649408371986
0.82, 3.3523566722869873, 1.835249423980713, -91.27579107613785
0.85, 3.352362632751465, 1.8351812362670898, -91.1933687913929
0.88, 3.352367877960205, 1.8352181911468506, -91.26035428719463
0.92, 3.3523569107055664, 1.8352057933807373, -91.22630802318865
0.94, 3.3523595333099365, 1.835181474685669, -91.26790435730213
